    ,rate
48332,3.0
48331,3.0
48330,3.0
48329,4.0
48328,3.0
48327,4.0
48325,4.0
48324,5.0
48323,3.5
48322,3.0
48321,3.0
48319,4.0
48318,1.5
48317,4.0
48316,4.0
48315,3.0
48314,4.0
48312,3.5
48309,4.0
48308,4.0
48306,4.0
48305,4.0
48304,3.0
48303,5.0
48302,5.0
48301,3.5
48300,4.0
48299,2.0
48298,3.0
48297,3.0
48295,1.0
48293,2.0
48291,4.0
48290,3.0
48289,4.0
48288,5.0
48287,4.0
48286,4.0
48285,3.5
48284,4.0
48281,3.0
48279,3.0
48278,5.0
48276,5.0
48275,5.0
48274,4.0
48273,5.0
48272,4.0
48271,1.0
48270,3.5
48267,5.0
48264,3.0
48262,3.0
48261,4.0
48260,2.0
48259,3.0
48258,4.5
48257,3.5
48256,3.5
48254,4.5
48253,4.5
48252,4.0
48251,3.0
48250,4.0
48249,3.0
48248,5.0
48247,4.0
48246,4.5
48245,4.0
48244,4.0
48243,3.0
48242,3.0
48241,5.0
48239,4.5
48238,4.0
48237,4.5
48236,4.0
48235,3.0
48234,3.0
48233,0.5
48232,4.0
48231,4.0
48229,4.0
48228,3.5
48227,4.0
48224,4.0
48223,4.0
48222,3.5
48220,2.5
48219,3.0
48218,3.5
48217,2.0
48216,4.5
48215,1.0
48214,4.0
48213,4.0
48212,5.0
48211,1.5
48210,4.0
48209,4.0
48206,4.5
48205,4.0
48204,2.0
48203,2.5
48202,3.0
48201,4.0
48200,4.0
48199,4.5
48198,3.5
48197,5.0
48196,2.0
48194,1.0
48193,4.5
48192,5.0
48191,2.0
48190,3.0
48189,3.5
48188,3.0
48187,3.0
48186,4.0
48184,2.0
48182,3.5
48181,4.5
48180,3.5
48178,4.0
48177,4.0
48176,4.0
48175,4.0
48174,5.0
48173,2.0
48172,3.0
48171,4.0
48170,4.0
48168,2.0
48167,4.5
48166,4.0
48165,4.5
48164,3.0
48163,3.5
48161,3.5
48160,3.0
48159,3.5
48158,4.0
48157,5.0
48156,3.5
48155,4.0
48154,5.0
48153,4.0
48152,2.5
48151,2.0
48150,4.0
48148,3.0
48147,1.0
48146,4.0
48145,4.0
48144,3.0
48143,3.5
48142,3.0
48140,4.0
48139,3.0
48136,4.0
48134,4.0
48133,4.0
48132,3.5
48130,2.0
48129,4.5
48128,4.0
48127,4.0
48126,3.0
48124,4.0
48123,4.0
48122,3.5
48121,4.0
48120,4.0
48119,4.0
48117,5.0
48116,5.0
48115,3.5
48114,4.0
48113,4.0
48111,3.0
48110,4.0
48108,4.0
48107,4.0
48105,4.5
48104,3.0
48103,4.5
48102,3.0
48101,4.0
48099,4.5
48098,4.0
48097,5.0
48096,2.0
48095,4.0
48094,3.0
48093,0.5
48092,3.0
48091,5.0
48090,1.5
48089,3.0
48088,3.5
48087,4.0
48086,3.0
48084,3.0
48083,1.0
48082,4.0
48081,3.5
48080,2.0
48077,4.0
48076,2.5
48075,1.0
48074,5.0
48073,4.0
48071,3.5
48070,3.0
48069,4.0
48068,4.5
48067,2.5
48066,4.0
48065,4.5
48064,3.0
48063,4.0
48062,2.0
48061,2.0
48060,4.0
48059,3.5
48058,3.0
48057,5.0
48055,4.0
48054,3.5
48053,3.0
48052,5.0
48051,4.0
48050,1.0
48049,4.0
48047,3.0
48046,3.5
48045,5.0
48044,4.0
48043,4.0
48042,3.5
48041,5.0
48040,4.0
48039,3.0
48037,4.0
48036,3.0
48035,2.5
48034,4.0
48033,1.0
48032,4.5
48029,3.5
48028,5.0
48026,3.5
48025,2.5
48023,3.0
48021,4.0
48020,3.0
48019,4.5
48018,5.0
48017,4.0
48016,4.0
48013,3.5
48012,2.0
48011,4.0
48008,5.0
48007,3.5
48006,4.0
48005,3.0
48002,4.5
48000,4.5
47999,4.5
47998,4.0
47997,5.0
47996,4.5
47995,5.0
47994,4.0
47993,1.0
47992,5.0
47991,3.5
47990,4.5
47989,4.0
47988,4.0
47986,3.5
47985,4.5
47984,1.0
47983,1.0
47982,2.5
47981,3.0
47980,3.0
47979,2.0
47978,4.0
47977,4.0
47976,4.0
47975,4.5
47974,4.0
47973,5.0
47970,3.0
47969,4.0
47964,5.0
47961,5.0
47960,4.0
47959,0.5
47957,4.0
47956,4.0
47955,3.0
47954,2.5
47953,3.5
47952,5.0
47951,2.0
47949,5.0
47948,3.0
47947,4.0
47945,5.0
47943,3.0
47942,4.0
47941,3.0
47940,4.5
47939,5.0
47938,2.5
47937,2.5
47936,1.5
47935,4.0
47934,5.0
47933,4.0
47932,1.5
47929,3.5
47928,5.0
47927,4.0
47926,5.0
47925,3.0
47922,1.5
47920,4.0
47919,3.0
47918,4.0
47916,4.5
47915,3.5
47914,4.0
47913,4.0
47912,5.0
47911,4.0
47908,5.0
47907,2.0
47906,5.0
47905,4.0
47904,4.0
47902,2.0
47901,4.0
47900,4.5
47899,4.0
47898,4.0
47897,4.5
47896,4.0
47895,3.0
47891,2.0
47890,4.0
47887,4.0
47886,5.0
47885,3.5
47884,4.5
47882,3.0
47880,4.5
47879,3.0
47878,5.0
47877,3.0
47876,2.0
47875,3.0
47874,2.0
47872,3.0
47871,2.0
47870,4.0
47869,4.0
47867,3.0
47866,5.0
47865,3.0
47864,3.0
47863,3.5
47862,4.0
47861,4.5
47860,4.0
47859,4.0
47858,4.0
47857,4.5
47854,5.0
47853,4.0
47852,4.0
47851,1.5
47850,4.0
47848,2.5
47847,4.0
47846,4.0
47845,1.5
47844,4.0
47843,3.5
47842,3.0
47841,5.0
47840,4.0
47839,3.0
47838,2.5
47837,3.0
47835,4.5
47834,3.5
47833,3.0
47832,4.0
47831,4.0
47830,4.5
47829,1.0
47827,4.0
47826,4.0
47825,3.5
47824,4.5
47823,3.0
47822,3.0
47821,4.0
47820,5.0
47819,2.0
47818,3.5
47817,3.5
47816,5.0
47815,4.0
47814,4.0
47813,4.0
47811,4.0
47810,3.0
47809,3.5
47808,3.0
47807,2.5
47806,4.0
47805,3.5
47804,3.0
47802,4.5
47801,3.5
47800,3.5
47799,3.0
47798,5.0
47797,4.0
47796,4.0
47794,5.0
47791,3.5
47790,3.5
47789,4.5
47788,3.0
47787,4.5
47785,3.5
47784,4.0
47783,3.0
47782,3.0
47781,4.0
47780,2.0
47777,2.5
47776,3.0
47775,4.0
47774,3.5
47773,3.0
47771,4.0
47770,2.5
47769,3.0
47768,4.0
47767,4.0
47765,5.0
47764,2.0
47763,4.0
47762,2.0
47760,2.0
47759,3.5
47756,4.0
47755,1.5
47753,4.5
47751,5.0
47750,4.0
47749,2.0
47748,4.5
47747,1.5
47746,4.0
47745,3.0
47743,4.0
47741,2.5
47739,3.0
47737,4.0
47736,5.0
47735,5.0
47734,2.0
47733,3.5
47732,2.0
47731,4.0
47730,5.0
47729,4.0
47728,4.0
47727,4.0
47726,4.0
47725,2.0
47723,3.5
47722,5.0
47721,3.0
47720,4.0
47718,4.0
47717,2.0
47715,3.0
47714,3.5
47713,4.0
47712,3.5
47711,3.0
47710,4.5
47709,4.0
47708,3.0
47706,4.0
47705,3.0
47704,3.0
47703,3.5
47702,5.0
47700,3.5
47699,1.5
47698,4.5
47697,4.5
47696,3.0
47695,4.0
47694,4.0
47693,5.0
47692,3.5
47691,4.0
47690,3.0
47689,4.0
47688,3.0
47687,3.0
47686,3.0
47685,5.0
47683,5.0
47682,2.0
47681,4.5
47680,4.0
47678,4.0
47677,4.0
47676,3.0
47675,2.0
47674,3.0
47673,2.0
47672,4.0
47671,5.0
47669,5.0
47668,3.0
47666,3.5
47665,4.0
47664,1.0
47663,5.0
47662,4.0
47661,2.0
47660,3.0
47659,2.5
47658,4.0
47656,5.0
47655,4.0
47653,4.0
47651,3.5
47650,4.0
47649,4.0
47646,3.0
47645,4.0
47643,3.0
47642,3.0
47641,4.0
47640,4.0
47639,4.0
47638,3.5
47636,5.0
47634,2.0
47633,2.0
47632,4.0
47631,2.0
47630,5.0
47629,1.0
47628,2.0
47627,3.0
47626,5.0
47625,3.0
47624,3.0
47621,5.0
47620,4.5
47619,5.0
47618,3.5
47617,1.0
47616,4.0
47615,5.0
47614,5.0
47613,4.0
47610,3.5
47609,3.0
47608,3.0
47606,2.0
47605,1.5
47603,1.0
47601,2.5
47600,1.0
47599,5.0
47597,5.0
47596,4.0
47595,3.5
47593,0.5
47592,4.0
47591,3.0
47590,5.0
47589,4.0
47588,4.0
47587,4.0
47586,3.0
47584,5.0
47583,5.0
47582,3.0
47581,3.0
47580,2.0
47579,3.0
47578,4.0
47577,1.0
47576,3.5
47575,2.5
47573,4.0
47572,5.0
47571,4.0
47570,0.5
47569,5.0
47568,2.5
47567,4.0
47566,4.0
47564,5.0
47563,3.5
47562,5.0
47560,3.5
47559,4.0
47558,5.0
47557,5.0
47555,5.0
47554,2.5
47553,4.0
47552,1.5
47551,3.5
47550,4.0
47549,4.5
47548,3.0
47547,1.0
47546,4.5
47545,4.0
47543,3.0
47540,4.0
47539,3.5
47538,2.0
47537,3.0
47536,3.0
47535,5.0
47534,0.5
47533,2.0
47532,3.0
47531,2.0
47530,4.0
47529,3.0
47528,4.0
47527,3.0
47525,4.0
47524,1.0
47520,4.0
47518,4.0
47517,3.5
47516,4.0
47515,2.0
47514,1.0
47513,5.0
47512,5.0
47510,4.0
47509,4.0
47508,3.0
47507,0.5
47506,5.0
47505,2.0
47504,2.5
47503,2.0
47502,4.0
47501,5.0
47500,3.0
47499,5.0
47498,4.0
47497,3.5
47496,4.0
47495,3.0
47492,4.0
47487,3.5
47485,1.0
47484,5.0
47483,3.0
47482,4.0
47481,4.0
47480,4.0
47478,3.0
47477,4.0
47476,5.0
47475,4.0
47474,4.5
47473,3.5
47472,4.0
47471,3.5
47470,4.0
47469,2.5
47466,5.0
47465,3.0
47464,4.5
47463,2.5
47461,1.5
47459,2.5
47458,4.5
47457,0.5
47456,2.5
47455,3.0
47453,3.0
47450,3.0
47449,4.5
47447,4.0
47445,3.0
47444,3.0
47443,5.0
47442,1.0
47441,3.5
47438,5.0
47435,4.0
47434,4.5
47433,4.0
47432,5.0
47431,4.0
47430,3.5
47429,3.0
47427,4.0
47426,3.0
47425,4.0
47424,2.0
47423,4.0
47422,4.0
47421,4.0
47416,4.0
47415,4.0
47414,3.0
47412,4.5
47411,3.0
47409,3.0
47408,4.0
47407,4.5
47405,2.0
47404,2.0
47403,3.0
47402,4.0
47401,4.5
47400,5.0
47399,3.0
47398,4.5
47395,4.0
47394,3.5
47392,3.0
47391,3.5
47390,1.0
47389,4.0
47388,4.0
47387,4.5
47386,4.0
47385,3.0
47384,4.0
47382,2.0
47381,4.0
47380,4.0
47379,4.0
47378,3.5
47376,4.0
47375,3.5
47374,4.0
47372,2.0
47371,3.5
47370,3.5
47369,4.0
47368,5.0
47367,4.5
47365,2.0
47364,4.5
47363,3.5
47362,4.5
47361,3.5
47360,3.5
47358,3.5
47357,4.0
47356,5.0
47355,5.0
47354,3.0
47353,3.0
47352,5.0
47351,3.5
47349,2.0
47348,4.0
47347,5.0
47346,3.0
47345,4.0
47344,5.0
47343,3.0
47342,2.5
47340,2.0
47337,4.0
47336,4.0
47335,3.0
47334,1.5
47333,3.0
47330,4.5
47328,2.0
47326,3.0
47325,4.0
47323,4.0
47321,4.0
47320,5.0
47319,3.0
47318,0.5
47317,3.0
47316,3.5
47315,3.0
47314,1.0
47313,3.5
47312,4.0
47310,4.0
47309,4.0
47306,4.0
47305,2.0
47304,5.0
47303,5.0
47301,2.5
47300,2.5
47299,3.0
47298,4.0
47297,4.0
47296,3.0
47295,3.0
47294,3.0
47293,4.0
47292,4.0
47291,4.0
47289,3.0
47288,3.0
47287,4.5
47285,3.5
47284,3.0
47283,4.0
47282,4.0
47281,4.0
47280,1.0
47278,2.0
47277,2.0
47276,5.0
47275,3.0
47274,3.0
47273,4.0
47272,3.0
47271,2.0
47270,2.0
47269,3.0
47268,3.5
47267,4.5
47266,4.0
47265,2.5
47264,4.0
47263,4.5
47262,5.0
47261,4.0
47260,3.5
47259,4.0
47258,3.0
47257,3.0
47256,4.0
47253,0.5
47252,4.0
47251,3.0
47250,5.0
47249,3.0
47248,3.0
47245,4.0
47244,3.0
47243,3.0
47242,5.0
47239,4.0
47238,3.0
47237,5.0
47236,3.5
47234,3.5
47233,3.0
47232,4.0
47231,4.0
47229,5.0
47228,3.0
47227,3.0
47225,5.0
47224,3.0
47223,4.0
47222,4.0
47221,4.0
47219,4.5
47218,4.0
47217,3.0
47216,5.0
47215,3.0
47214,3.0
47213,4.0
47212,4.0
47211,4.0
47209,5.0
47208,3.5
47207,5.0
47206,2.5
47205,2.5
47204,3.0
47202,4.0
47201,3.0
47200,5.0
47198,4.0
47195,3.0
47194,5.0
47193,3.5
47192,3.0
47191,3.0
47190,2.5
47189,3.5
47187,2.0
47186,3.0
47185,3.0
47184,3.0
47181,4.5
47180,3.0
47176,3.5
47174,2.0
47173,5.0
47172,5.0
47171,3.0
47170,0.5
47167,5.0
47166,5.0
47165,4.0
47163,5.0
47162,4.0
47161,4.0
47159,4.0
47158,3.0
47157,1.0
47156,3.0
47154,3.0
47153,3.0
47152,3.0
47151,5.0
47150,5.0
47149,4.5
47148,4.0
47147,3.5
47146,2.0
47145,4.0
47144,3.5
47142,4.0
47140,3.5
47139,4.0
47138,3.0
47137,2.0
47133,4.5
47132,4.5
47131,4.0
47130,4.5
47129,5.0
47127,4.0
47126,4.0
47125,3.0
47124,4.5
47123,5.0
47122,4.0
47121,4.5
47120,4.5
47118,4.0
47117,3.5
47116,4.0
47115,3.5
47114,5.0
47112,3.0
47110,4.0
47108,1.0
47107,4.5
47106,4.5
47105,3.0
47104,3.0
47103,3.0
47101,2.0
47100,3.0
47099,2.5
47098,4.0
47097,2.0
47096,3.0
47095,1.5
47093,2.0
47092,4.0
47091,2.5
47090,3.0
47089,3.0
47087,4.0
47085,5.0
47084,4.5
47083,4.0
47082,4.0
47080,3.5
47079,1.0
47077,2.5
47076,2.0
47075,4.0
47073,4.5
47072,5.0
47070,4.0
47068,2.0
47067,3.5
47066,4.0
47065,3.5
47064,2.5
47063,4.0
47062,4.0
47061,4.0
47056,4.0
47055,3.0
47054,4.0
47053,4.0
47052,3.5
47050,2.0
47049,1.5
47048,4.0
47047,1.0
47046,2.5
47045,4.0
47044,5.0
47042,3.0
47041,4.0
47039,5.0
47038,3.0
47037,2.0
47036,4.0
47035,3.0
47034,4.0
47032,4.0
47031,4.0
47030,4.0
47029,3.0
47028,3.0
47027,4.0
47026,4.0
47025,2.0
47024,5.0
47023,3.5
47020,5.0
47019,3.5
47018,4.5
47017,4.0
47016,3.0
47015,4.5
47014,3.0
47013,3.0
47011,4.0
47010,5.0
47009,4.5
47008,3.0
47007,1.0
47006,5.0
47005,3.0
47004,4.0
47003,4.0
47002,4.0
47001,1.0
47000,3.0
46998,4.0
46997,5.0
46996,2.0
46994,4.5
46993,3.0
46992,3.0
46991,4.5
46990,2.5
46989,5.0
46987,4.0
46986,3.0
46985,4.0
46984,4.0
46983,3.0
46982,4.5
46981,3.0
46980,3.0
46978,2.0
46976,4.0
46975,3.5
46974,4.0
46973,5.0
46972,3.0
46971,2.0
46970,5.0
46968,3.0
46967,4.0
46966,2.5
46965,3.5
46963,3.5
46962,5.0
46961,3.0
46960,3.0
46958,4.0
46956,5.0
46955,4.5
46954,3.5
46953,5.0
46951,3.5
46950,4.0
46949,4.0
46948,4.0
46947,4.0
46946,1.0
46945,5.0
46942,4.5
46941,3.0
46940,1.0
46938,4.0
46937,4.0
46934,4.0
46932,3.0
46931,4.0
46929,4.0
46928,3.0
46926,3.0
46925,5.0
46924,3.5
46922,3.0
46921,4.0
46919,3.5
46918,1.0
46917,1.0
46916,5.0
46915,4.0
46914,5.0
46913,3.0
46910,2.5
46909,3.0
46908,4.0
46907,1.0
46906,4.0
46905,2.0
46904,5.0
46903,2.0
46902,1.0
46901,3.5
46898,4.0
46897,3.0
46896,4.5
46895,3.5
46894,4.0
46893,4.5
46892,5.0
46890,4.0
46889,3.5
46887,4.5
46886,5.0
46885,3.0
46883,3.5
46882,3.0
46880,3.0
46878,4.0
46877,5.0
46876,3.0
46875,3.0
46874,4.5
46872,3.5
46870,2.5
46869,3.0
46868,4.5
46867,4.5
46866,4.0
46864,5.0
46863,5.0
46861,4.0
46860,5.0
46858,5.0
46857,4.0
46856,5.0
46854,5.0
46853,4.0
46852,0.5
46851,5.0
46850,5.0
46849,3.0
46848,5.0
46847,3.0
46845,2.0
46844,1.5
46843,4.0
46842,4.0
46840,3.5
46839,4.5
46838,4.0
46837,1.0
46836,3.0
46835,4.0
46834,4.0
46833,4.0
46832,4.0
46829,5.0
46828,4.0
46826,2.5
46824,5.0
46823,3.0
46821,3.0
46819,3.0
46817,3.0
46816,2.5
46815,3.5
46814,3.0
46813,4.0
46812,2.0
46811,5.0
46810,4.0
46809,4.0
46808,3.5
46807,4.0
46806,3.0
46805,5.0
46804,4.0
46803,2.5
46802,4.0
46801,5.0
46800,4.0
46799,3.0
46798,5.0
46797,4.0
46796,5.0
46795,4.0
46794,4.0
46792,2.0
46791,3.0
46789,2.0
46787,4.0
46786,5.0
46783,5.0
46781,4.0
46780,2.0
46779,2.5
46778,3.0
46777,0.5
46776,3.0
46775,3.0
46774,2.5
46773,3.5
46772,5.0
46771,2.5
46770,3.5
46769,5.0
46768,5.0
46766,3.0
46765,3.5
46764,3.5
46763,3.5
46760,2.0
46759,2.0
46758,2.0
46757,4.0
46756,4.0
46755,3.0
46754,2.0
46753,4.0
46752,4.0
46751,4.0
46750,4.0
46749,3.5
46748,2.0
46747,4.0
46745,4.5
46742,5.0
46741,3.5
46740,4.0
46738,3.5
46737,5.0
46736,4.0
46735,2.5
46734,3.0
46733,3.0
46731,2.0
46728,5.0
46726,4.0
46723,5.0
46722,4.5
46721,5.0
46720,3.0
46719,5.0
46718,3.0
46717,1.0
46715,4.5
46714,4.0
46713,4.5
46710,3.0
46709,3.0
46708,3.0
46707,5.0
46706,3.0
46705,3.0
46704,4.5
46703,4.0
46702,4.0
46701,4.5
46699,3.0
46698,2.5
46697,4.0
46691,2.0
46690,2.0
46689,2.0
46688,4.5
46686,4.0
46685,4.0
46684,3.0
46682,4.0
46681,4.0
46680,3.0
46678,4.0
46677,2.5
46675,3.0
46674,5.0
46673,4.0
46672,1.0
46671,3.0
46670,2.0
46669,4.0
46668,3.5
46667,4.0
46666,4.0
46665,3.0
46664,4.5
46663,4.0
46662,4.0
46661,5.0
46660,5.0
46659,5.0
46658,2.0
46657,3.0
46656,3.5
46655,5.0
46654,4.5
46653,4.0
46652,3.5
46649,3.0
46648,2.0
46645,4.5
46644,0.5
46643,5.0
46642,4.0
46639,3.5
46638,4.0
46637,3.5
46635,3.0
46634,3.0
46633,2.5
46632,3.0
46629,4.0
46628,2.5
46627,4.0
46625,2.0
46624,3.0
46623,4.0
46621,4.0
46620,4.5
46619,4.0
46618,2.5
46617,3.0
46616,4.0
46614,4.0
46612,4.0
46611,4.0
46609,3.0
46608,4.0
46607,5.0
46606,3.0
46605,3.5
46603,5.0
46601,0.5
46600,5.0
46599,3.0
46598,3.5
46597,5.0
46596,3.5
46594,3.5
46593,3.0
46592,5.0
46591,1.0
46588,4.5
46586,3.5
46584,3.0
46582,3.0
46581,4.0
46580,4.0
46578,4.0
46576,1.5
46574,3.0
46573,5.0
46572,5.0
46570,2.5
46569,4.0
46568,5.0
46567,4.0
46566,3.5
46565,4.0
46564,1.5
46563,2.0
46562,5.0
46561,2.0
46560,3.5
46559,4.0
46558,3.0
46557,4.5
46556,3.5
46555,3.0
46554,3.0
46552,4.0
46551,1.5
46550,3.5
46549,0.5
46547,3.5
46546,4.0
46544,3.0
46543,3.0
46542,3.5
46541,4.0
46540,2.5
46539,3.0
46538,3.5
46536,1.5
46535,1.5
46534,4.0
46533,4.0
46532,2.5
46531,3.0
46530,3.0
46528,3.0
46527,3.0
46525,4.0
46524,5.0
46523,5.0
46522,4.0
46521,3.0
46518,4.0
46517,2.5
46515,3.0
46514,4.5
46512,4.0
46510,2.0
46507,4.0
46506,4.0
46505,4.0
46504,4.0
46503,2.5
46501,3.5
46500,4.0
46499,5.0
46498,4.0
46496,4.0
46495,5.0
46494,4.0
46493,4.0
46492,3.5
46491,3.0
46489,2.5
46488,5.0
46487,2.5
46486,3.0
46485,4.0
46484,4.0
46482,2.5
46480,3.5
46479,3.0
46478,3.0
46477,2.0
46476,4.0
46475,3.0
46474,4.0
46473,4.0
46472,5.0
46471,4.0
46470,4.0
46469,5.0
46468,3.5
46467,3.0
46466,5.0
46465,3.5
46464,4.0
46463,4.0
46462,3.0
46461,4.0
46459,3.0
46458,2.5
46457,2.0
46456,3.0
46455,4.0
46454,3.5
46453,4.0
46451,4.5
46449,3.5
46448,4.5
46445,2.0
46442,3.0
46441,4.0
46440,4.0
46439,2.0
46438,3.5
46437,1.0
46436,5.0
46433,5.0
46432,5.0
46430,4.0
46429,2.5
46428,4.0
46426,5.0
46425,2.0
46424,4.0
46423,4.0
46422,5.0
46420,5.0
46419,3.0
46417,2.0
46413,1.5
46412,4.0
46411,3.0
46408,3.0
46407,3.0
46406,3.5
46405,4.0
46404,4.0
46403,3.5
46402,5.0
46401,2.0
46400,3.0
46398,3.0
46397,3.0
46396,5.0
46395,3.5
46394,4.5
46393,3.5
46392,3.5
46391,4.5
46390,5.0
46389,4.5
46388,3.5
46387,3.0
46386,3.0
46385,4.5
46384,2.0
46383,3.5
46380,2.0
46379,4.0
46378,3.0
46377,4.0
46376,3.5
46375,3.0
46374,4.0
46373,3.0
46372,4.0
46371,3.0
46370,4.0
46369,4.0
46368,4.0
46367,5.0
46364,4.0
46362,3.0
46360,4.0
46359,4.5
46358,4.0
46356,3.0
46355,3.0
46354,4.5
46353,4.5
46352,4.0
46351,4.0
46349,1.0
46348,3.0
46347,3.0
46346,5.0
46343,3.0
46342,5.0
46341,4.0
46339,3.0
46338,3.0
46337,5.0
46336,4.0
46335,4.0
46334,4.5
46333,1.0
46332,1.0
46330,4.0
46329,4.0
46328,4.0
46327,4.0
46326,4.0
46324,3.5
46323,4.0
46322,4.5
46321,5.0
46320,4.0
46319,4.0
46318,4.5
46317,5.0
46316,5.0
46315,3.5
46314,4.0
46313,1.5
46312,2.5
46311,4.0
46310,4.0
46309,2.0
46308,4.0
46307,3.5
46306,3.0
46305,2.5
46304,4.5
46302,5.0
46301,3.5
46300,4.5
46299,4.5
46298,4.0
46297,4.0
46296,4.0
46295,3.0
46294,2.5
46293,4.0
46290,4.0
46289,3.0
46286,3.0
46285,5.0
46284,4.0
46283,3.5
46281,4.0
46279,4.0
46277,4.5
46276,5.0
46275,3.0
46271,3.0
46270,5.0
46269,4.5
46268,5.0
46267,3.0
46266,3.0
46265,1.0
46264,3.0
46263,4.0
46261,4.0
46260,3.0
46258,1.5
46257,3.0
46256,5.0
46255,4.0
46254,3.0
46253,3.0
46252,4.0
46251,3.0
46250,2.0
46249,4.0
46248,3.0
46247,3.0
46246,4.0
46245,3.0
46244,3.0
46243,5.0
46242,3.0
46241,3.0
46240,3.0
46239,5.0
46238,4.5
46237,2.0
46235,4.0
46234,5.0
46233,3.0
46232,3.0
46231,3.5
46229,1.0
46228,4.5
46227,2.5
46226,2.0
46225,4.0
46224,3.0
46223,4.0
46222,3.0
46221,3.5
46220,4.0
46219,0.5
46218,4.0
46216,4.5
46215,4.0
46214,5.0
46213,2.5
46212,3.0
46211,4.5
46210,4.0
46208,5.0
46206,4.0
46205,2.0
46204,3.0
46203,4.0
46202,4.5
46200,3.0
46199,4.0
46198,3.5
46197,1.0
46195,1.0
46194,2.0
46193,3.5
46192,4.0
46191,4.0
46190,4.0
46189,3.5
46188,3.0
46187,3.0
46186,5.0
46185,5.0
46184,4.0
46183,3.5
46182,5.0
46181,3.0
46180,3.0
46179,4.0
46178,3.0
46176,2.0
46175,5.0
46174,3.0
46173,0.5
46172,1.0
46171,2.0
46168,4.5
46167,4.5
46166,2.0
46164,4.0
46163,3.0
46161,3.0
46160,3.0
46159,3.5
46158,4.0
46155,4.0
46154,3.0
46153,4.5
46151,4.5
46150,2.5
46147,4.0
46146,4.0
46145,4.0
46144,4.5
46143,1.0
46142,4.0
46141,3.0
46140,1.0
46139,2.0
46138,3.0
46136,2.0
46133,3.0
46132,3.5
46130,3.0
46128,4.0
46127,4.0
46125,4.0
46124,4.5
46123,5.0
46122,4.0
46121,4.0
46119,4.0
46118,3.0
46117,3.0
46116,3.0
46115,4.0
46114,3.5
46113,3.0
46112,4.5
46111,5.0
46110,5.0
46109,3.5
46107,4.0
46106,4.0
46105,3.0
46104,1.0
46103,3.0
46102,0.5
46101,3.0
46098,2.0
46095,3.5
46094,3.5
46093,1.0
46092,5.0
46091,2.0
46090,5.0
46089,5.0
46088,2.0
46087,5.0
46086,3.5
46085,3.5
46082,4.5
46081,3.5
46080,5.0
46079,3.0
46078,4.0
46076,3.5
46075,3.0
46074,4.0
46073,5.0
46072,3.0
46071,2.5
46069,4.0
46068,4.5
46067,3.0
46065,5.0
46064,2.0
46063,4.0
46062,4.0
46061,5.0
46057,4.0
46055,3.5
46053,3.0
46052,3.5
46051,4.5
46048,3.0
46047,2.5
46046,1.0
46045,2.0
46043,3.5
46041,3.5
46040,3.0
46039,2.5
46038,5.0
46037,4.0
46036,3.5
46035,4.0
46034,2.5
46033,4.5
46032,4.0
46031,4.0
46030,4.5
46029,3.5
46026,4.5
46025,2.0
46024,3.0
46022,3.0
46021,3.0
46020,4.0
46019,4.0
46018,2.0
46017,1.0
46016,3.0
46015,2.0
46014,3.5
46012,3.0
46010,5.0
46009,5.0
46008,1.0
46007,3.0
46006,5.0
46005,5.0
46004,4.0
46003,3.5
46002,4.0
46001,4.0
46000,2.0
45999,5.0
45998,4.0
45997,4.0
45996,3.0
45993,4.0
45992,4.0
45990,2.0
45989,3.0
45988,4.0
45987,3.0
45986,3.5
45985,4.5
45984,3.0
45982,3.5
45979,4.0
45978,4.0
45976,2.5
45975,4.0
45974,5.0
45973,5.0
45971,5.0
45969,4.0
45968,4.0
45967,4.5
45966,3.0
45965,2.0
45964,4.0
45962,4.5
45961,4.0
45959,5.0
45958,5.0
45957,3.0
45956,4.0
45955,3.0
45954,4.5
45953,3.0
45951,4.0
45949,2.0
45948,4.0
45947,3.0
45945,4.0
45944,4.0
45942,2.0
45941,3.0
45940,4.0
45939,3.0
45938,2.5
45937,4.5
45936,5.0
45935,2.0
45934,4.0
45933,3.5
45932,3.0
45931,3.5
45930,3.5
45929,3.0
45928,4.0
45927,4.0
45926,3.5
45925,3.5
45924,3.5
45923,2.0
45922,3.0
45921,1.0
45920,3.5
45919,5.0
45918,4.0
45917,3.5
45915,3.5
45914,4.0
45913,4.0
45911,5.0
45910,4.0
45908,5.0
45907,4.0
45906,5.0
45905,3.0
45904,4.0
45903,3.0
45902,5.0
45901,2.0
45900,4.5
45899,2.0
45897,3.5
45896,4.0
45895,4.0
45893,5.0
45892,3.5
45891,3.0
45890,4.5
45889,5.0
45888,3.5
45887,4.0
45886,3.0
45885,4.0
45883,3.0
45882,1.5
45881,5.0
45880,5.0
45879,4.0
45878,3.0
45876,5.0
45875,5.0
45874,3.0
45873,2.5
45872,3.5
45871,1.0
45870,3.0
45869,3.0
45867,3.0
45866,4.0
45865,3.5
45863,4.0
45862,4.0
45861,5.0
45860,5.0
45859,3.0
45858,4.0
45857,3.0
45856,5.0
45855,3.0
45854,4.5
45853,2.0
45852,4.0
45851,2.0
45850,3.5
45849,4.0
45847,4.0
45846,4.0
45845,2.5
45844,3.5
45843,3.0
45841,4.0
45840,4.0
45839,5.0
45838,2.0
45837,4.0
45835,3.5
45834,4.0
45833,5.0
45832,3.5
45831,4.0
45830,3.5
45828,4.5
45827,4.0
45826,4.5
45825,2.0
45824,3.0
